,Unnamed: 0,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
22532,22532,56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,<=50K
27943,27943,34, Private, Some-college, Never-married, Sales, Other-relative, Black, Female,35, United-States,<=50K
16808,16808,29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States,>50K
32536,32536,34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,55, United-States,>50K
7260,7260,19, Private, Some-college, Never-married, Sales, Own-child, White, Female,20, United-States,<=50K
13734,13734,27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,70, United-States,<=50K
25442,25442,52, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,45, United-States,<=50K
24680,24680,43, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40, United-States,<=50K
25574,25574,21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,13, ?,<=50K
7239,7239,50, Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, Black, Female,40, United-States,<=50K
28431,28431,43, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,38, ?,<=50K
16621,16621,53, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,50, United-States,>50K
26219,26219,42, State-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States,<=50K
29126,29126,21, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,20, United-States,<=50K
17546,17546,49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
2696,2696,18, Private, Some-college, Divorced, Other-service, Own-child, White, Male,15, United-States,<=50K
21616,21616,55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
27138,27138,45, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States,<=50K
1593,1593,55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, ?,>50K
19212,19212,90, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,37, United-States,<=50K
4140,4140,43, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,<=50K
9082,9082,73, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
17590,17590,42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States,<=50K
9889,9889,22, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,<=50K
32315,32315,26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States,<=50K
29507,29507,19, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,10, United-States,<=50K
20208,20208,33, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,65, United-States,<=50K
30429,30429,38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,70, United-States,>50K
23012,23012,64, Self-emp-inc, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,20, United-States,<=50K
6918,6918,24, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,50, Philippines,<=50K
8469,8469,21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,30, United-States,<=50K
26058,26058,26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States,<=50K
16391,16391,25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,40, Japan,<=50K
192,192,41, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States,<=50K
1753,1753,60, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
32385,32385,32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
2107,2107,26, Private, Some-college, Married-spouse-absent, Craft-repair, Other-relative, Black, Female,35, Dominican-Republic,<=50K
25345,25345,36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,65, United-States,<=50K
2923,2923,42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,<=50K
9943,9943,36, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States,<=50K
29448,29448,33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,70, United-States,<=50K
10859,10859,23, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
18566,18566,64, Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,40, United-States,>50K
30663,30663,27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,<=50K
3970,3970,44, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
31997,31997,60, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,12, United-States,>50K
27688,27688,18, Private, 11th, Never-married, Sales, Own-child, Black, Female,10, United-States,<=50K
22637,22637,53, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States,>50K
10876,10876,59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,72, United-States,<=50K
16081,16081,41, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
29935,29935,31, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
5527,5527,37, Private, 5th-6th, Separated, Other-service, Unmarried, White, Female,40, United-States,<=50K
27038,27038,22, ?, HS-grad, Never-married, ?, Not-in-family, White, Female,45, United-States,<=50K
32396,32396,56, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,40, United-States,<=50K
26607,26607,23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,40, United-States,<=50K
1239,1239,42, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
31590,31590,33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,41, United-States,<=50K
7965,7965,35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
21011,21011,21, Private, 9th, Never-married, Handlers-cleaners, Other-relative, White, Male,40, Mexico,<=50K
7161,7161,24, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,40, Mexico,<=50K
9472,9472,40, Private, Some-college, Divorced, Craft-repair, Other-relative, White, Male,50, United-States,<=50K
27269,27269,26, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,60, United-States,<=50K
11626,11626,18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,40, United-States,<=50K
166,166,39, Federal-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,42, United-States,<=50K
6683,6683,25, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,<=50K
30700,30700,60, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, ?,>50K
10808,10808,43, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
477,477,22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,30, United-States,<=50K
25363,25363,24, Private, Some-college, Never-married, Sales, Other-relative, White, Male,35, United-States,<=50K
15745,15745,53, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States,>50K
4066,4066,36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,20, South,<=50K
11812,11812,33, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Black, Female,45, United-States,<=50K
342,342,36, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,>50K
11008,11008,66, Federal-gov, Assoc-voc, Widowed, Other-service, Unmarried, Black, Female,40, United-States,<=50K
26492,26492,26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,>50K
2230,2230,59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
11324,11324,65, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
13785,13785,66, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, Philippines,<=50K
18229,18229,42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,65, United-States,<=50K
27799,27799,32, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,60, South,<=50K
17875,17875,31, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,40, United-States,<=50K
22609,22609,48, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,48, United-States,<=50K
27032,27032,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States,>50K
22864,22864,22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States,<=50K
20491,20491,43, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,>50K
15495,15495,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
3239,3239,17, ?, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander, Female,40, Philippines,<=50K
19225,19225,33, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,>50K
23882,23882,32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,<=50K
10827,10827,35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,<=50K
29756,29756,42, Private, HS-grad, Never-married, Sales, Own-child, White, Female,40, United-States,<=50K
30623,30623,72, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,32, Canada,<=50K
8626,8626,22, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,10, United-States,<=50K
19011,19011,65, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,21, United-States,<=50K
10089,10089,49, Federal-gov, Assoc-voc, Divorced, Exec-managerial, Unmarried, Black, Female,45, United-States,<=50K
21841,21841,36, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,60, United-States,<=50K
21042,21042,27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
14168,14168,66, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,>50K
19567,19567,47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
2033,2033,47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States,<=50K
1013,1013,42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,44, United-States,>50K
7280,7280,27, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
20439,20439,17, Private, 12th, Never-married, Other-service, Own-child, White, Female,25, United-States,<=50K
26192,26192,35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,<=50K
4823,4823,34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,<=50K
22714,22714,20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,60, United-States,<=50K
27680,27680,38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,>50K
8811,8811,25, Private, 10th, Married-civ-spouse, Protective-serv, Wife, Black, Female,50, United-States,<=50K
17878,17878,19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,35, United-States,<=50K
30716,30716,18, Private, Some-college, Never-married, Sales, Unmarried, White, Male,40, United-States,<=50K
31448,31448,28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,42, United-States,>50K
13977,13977,52, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States,<=50K
30313,30313,26, ?, Some-college, Married-civ-spouse, ?, Wife, White, Female,20, United-States,<=50K
17815,17815,43, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,84, United-States,<=50K
2489,2489,54, Private, Some-college, Divorced, Sales, Unmarried, White, Female,48, United-States,<=50K
17817,17817,55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,29, United-States,<=50K
27619,27619,39, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,>50K
2520,2520,36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,>50K
10057,10057,42, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States,<=50K
7715,7715,24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States,<=50K
18536,18536,53, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Other, Male,40, Puerto-Rico,>50K
14477,14477,31, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,48, United-States,<=50K
10379,10379,46, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,49, United-States,>50K
20461,20461,71, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,14, United-States,<=50K
12130,12130,55, ?, 5th-6th, Married-civ-spouse, ?, Husband, White, Male,48, Mexico,<=50K
841,841,35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,<=50K
28552,28552,59, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
27755,27755,29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States,<=50K
24978,24978,48, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States,<=50K
8701,8701,19, Local-gov, HS-grad, Never-married, Craft-repair, Other-relative, Black, Female,40, United-States,<=50K
7543,7543,41, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,36, United-States,>50K
14124,14124,36, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,40, United-States,<=50K
9267,9267,35, Private, 11th, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States,<=50K
10105,10105,52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
17498,17498,59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,>50K
3023,3023,38, Private, 10th, Never-married, Craft-repair, Not-in-family, Black, Male,40, ?,<=50K
5169,5169,41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,>50K
